ConfigName,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),NsPerIter,MBps,TotalRuntime(s),CompileTime(s),Status
EXP_DBL_0134,1,postra-machine-sink,DataflowConstProp,15721448,8693626.30,2412,8.075334,93.091702,Success
EXP_DBL_0135,1,preinline,DataflowConstProp,15721160,9337069.50,2246,7.900264,91.014216,Success
EXP_DBL_0136,1,select-optimize,DataflowConstProp,15721160,8268047.40,2536,7.505330,94.486662,Success
EXP_DBL_0137,1,ssc,DataflowConstProp,15726216,8678860.40,2416,8.131610,92.186356,Success
EXP_DBL_0138,1,type-promotion,DataflowConstProp,15721160,8344784.50,2513,7.851232,93.598142,Success
EXP_DBL_0139,1,auto-upgrade-debug-info,DataflowConstProp,15721160,8374466.45,2504,7.944816,96.775819,Success
EXP_DBL_0140,1,bitcode-version-upgrade,DataflowConstProp,15721160,8999111.30,2330,8.266237,92.291844,Success
EXP_DBL_0141,1,cfi-fixup,DataflowConstProp,15721160,7892954.05,2656,7.479460,97.048420,Success
EXP_DBL_0142,1,cgdata-for-merging,DataflowConstProp,15721160,8899906.20,2356,8.325819,93.527835,Success
EXP_DBL_0143,1,global-outlining,DataflowConstProp,15721160,8297669.05,2527,7.508769,96.212730,Success
EXP_DBL_0144,1,last-run-tracking,DataflowConstProp,15721160,8165471.90,2568,7.596861,96.675277,Success
EXP_DBL_0145,1,layout-fsprofile-loader,DataflowConstProp,15721160,8328764.95,2517,7.662975,95.262091,Success
EXP_DBL_0146,1,nofree-inference,DataflowConstProp,15721160,9637404.80,2176,8.250674,94.451494,Success
EXP_DBL_0147,1,nounwind-inference,DataflowConstProp,15744128,9862385.25,2126,8.670864,98.748304,Success
EXP_DBL_0148,1,ondemand-mds-loading,DataflowConstProp,15721160,8022093.75,2614,7.913628,88.886588,Success
EXP_DBL_0149,1,ra-fsprofile-loader,DataflowConstProp,15721160,8014225.80,2616,7.193496,89.173163,Success
EXP_DBL_0150,1,sample-loader-inlining,DataflowConstProp,15721160,8421236.45,2490,8.063230,89.495947,Success
EXP_DBL_0151,1,thinlto-funcattrs,DataflowConstProp,15721160,9306737.55,2253,8.097435,87.657305,Success
EXP_DBL_0152,1,vp,DataflowConstProp,15721160,8118344.30,2583,7.583206,85.180422,Success
EXP_DBL_0153,1,whole-program-visibility,DataflowConstProp,15721160,8259986.65,2538,7.805405,85.280597,Success
EXP_DBL_0154,1,2addr-hack,DataflowConstProp,15721160,7900299.75,2654,7.271718,86.279577,Success
EXP_DBL_0155,1,cgp,DataflowConstProp,15755320,7812577.30,2684,7.157867,85.610422,Success
EXP_DBL_0156,1,cgp-gc-opts,DataflowConstProp,15721160,7757345.75,2703,7.126553,83.356606,Success
EXP_DBL_0157,1,complex-addr-modes,DataflowConstProp,15722120,7467505.65,2808,7.271103,81.722806,Success
EXP_DBL_0158,1,dfa-sched,DataflowConstProp,15721160,8801269.90,2382,7.956456,81.912082,Success
EXP_DBL_0159,1,i2p-p2i-opt,DataflowConstProp,15721408,7290674.60,2876,6.838645,78.354348,Success
EXP_DBL_0160,1,mr-partial-inlining,DataflowConstProp,15721160,7116265.25,2946,6.781464,78.155020,Success
EXP_DBL_0161,1,partial-inlining,DataflowConstProp,15721160,7620454.40,2752,7.037410,78.782428,Success
EXP_DBL_0162,1,partial-libcall-inlining,DataflowConstProp,15721160,7731190.45,2712,7.098375,76.865114,Success
EXP_DBL_0163,1,peephole,DataflowConstProp,15761688,7224056.55,2903,6.682751,76.230066,Success
EXP_DBL_0164,1,post-ra,DataflowConstProp,15721160,7374852.35,2843,6.952194,78.360804,Success
EXP_DBL_0165,1,spill-fusing,DataflowConstProp,15742488,7649176.20,2741,6.902842,76.788618,Success
EXP_DBL_0166,1,strictnode-mutation,DataflowConstProp,15721160,7523473.75,2787,6.931927,77.968810,Success
EXP_DBL_0167,1,binop-extract-shuffle,DeadStoreElimination-final,15723624,7875094.35,2663,7.162051,79.585792,Success
EXP_DBL_0168,1,expand-reductions,DeadStoreElimination-final,15723624,8081209.95,2595,7.523326,117.706578,Success
EXP_DBL_0169,1,interleaved-load-combine,DeadStoreElimination-final,15723624,7517291.45,2789,7.151413,103.910946,Success
EXP_DBL_0170,1,loop-idiom-vectorize-all,DeadStoreElimination-final,15723624,7437400.75,2819,6.869077,103.029333,Success
EXP_DBL_0171,1,loop-idiom-vectorize-bytecmp,DeadStoreElimination-final,15723624,7690724.35,2726,7.609932,106.310044,Success
EXP_DBL_0172,1,promote-alloca-to-vector,DeadStoreElimination-final,15723624,7584559.10,2765,7.377822,102.183345,Success
EXP_DBL_0173,1,replace-with-vec-lib,DeadStoreElimination-final,15723624,7945374.50,2639,7.174455,97.471496,Success
EXP_DBL_0174,1,vector-combine,DeadStoreElimination-final,15724328,7480516.60,2803,7.006908,102.849151,Success
EXP_DBL_0175,1,advanced-peeling,DeadStoreElimination-final,15721560,8751683.20,2396,7.957032,103.695223,Success
EXP_DBL_0176,1,lftr,DeadStoreElimination-final,15721944,7657294.15,2738,7.648632,99.261127,Success
EXP_DBL_0177,1,licm-promotion,DeadStoreElimination-final,15720784,7533094.60,2783,7.205415,105.762685,Success
EXP_DBL_0178,1,loop-level-heuristics,DeadStoreElimination-final,15723624,8150743.00,2572,7.477968,95.173947,Success
EXP_DBL_0179,1,lsr,DeadStoreElimination-final,15719944,7900594.75,2654,7.400200,102.366233,Success
EXP_DBL_0180,1,machine-licm,DeadStoreElimination-final,15712360,8007179.40,2619,7.331001,101.797008,Success
EXP_DBL_0181,1,postra-machine-licm,DeadStoreElimination-final,15723640,7738847.70,2709,7.188031,102.081259,Success
EXP_DBL_0182,1,preheader-prot,DeadStoreElimination-final,15723640,7508597.00,2793,7.016255,99.475543,Success
EXP_DBL_0183,1,block-placement,DeadStoreElimination-final,15666072,7685806.00,2728,7.264504,113.004839,Success
EXP_DBL_0184,1,branch-fold,DeadStoreElimination-final,15734856,7774609.55,2697,7.375627,94.810505,Success
EXP_DBL_0185,1,cgp-branch-opts,DeadStoreElimination-final,15723640,8076198.30,2596,7.307426,109.187275,Success
EXP_DBL_0186,1,cgp-select2branch,DeadStoreElimination-final,15723432,8797083.85,2383,7.723858,104.588687,Success
EXP_DBL_0187,1,chr,DeadStoreElimination-final,15723624,7573154.10,2769,7.034610,100.772539,Success
EXP_DBL_0188,1,early-ifcvt,DeadStoreElimination-final,15723624,7857188.30,2669,7.412089,105.385478,Success
EXP_DBL_0189,1,early-taildup,DeadStoreElimination-final,15723288,7733496.85,2711,7.128825,95.696301,Success
EXP_DBL_0190,1,ifcvt-diamond,DeadStoreElimination-final,15723624,9339279.30,2245,8.583378,107.555190,Success
EXP_DBL_0191,1,ifcvt-forked-diamond,DeadStoreElimination-final,15723624,7586559.80,2764,7.058784,103.402289,Success
EXP_DBL_0192,1,ifcvt-simple,DeadStoreElimination-final,15723624,8657259.50,2422,7.896788,101.590400,Success
EXP_DBL_0193,1,ifcvt-simple-false,DeadStoreElimination-final,15723624,9576352.30,2189,3.358717,113.376008,Success
EXP_DBL_0194,1,ifcvt-triangle,DeadStoreElimination-final,15723624,7556675.25,2775,7.084711,97.793146,Success
EXP_DBL_0195,1,ifcvt-triangle-false,DeadStoreElimination-final,15723624,8440681.40,2484,7.675972,97.737198,Success
EXP_DBL_0196,1,ifcvt-triangle-rev,DeadStoreElimination-final,15723624,8064179.60,2600,7.564112,102.827689,Success
EXP_DBL_0197,1,tail-calls,DeadStoreElimination-final,15723624,8935010.35,2347,8.437792,99.963134,Success
EXP_DBL_0198,1,tail-duplicate,DeadStoreElimination-final,15722504,7982715.30,2627,7.627682,101.498038,Success
EXP_DBL_0199,1,cgp-ext-ld-promotion,DeadStoreElimination-final,15723992,8180163.50,2563,7.471838,106.117967,Success
EXP_DBL_0200,1,cgp-store-extract,DeadStoreElimination-final,15723624,9577718.50,2189,3.356050,97.102621,Success
EXP_DBL_0201,1,memop-opt,DeadStoreElimination-final,15723624,7844891.85,2673,7.530779,96.375697,Success
EXP_DBL_0202,1,separate-const-offset-from-gep,DeadStoreElimination-final,15723624,7707758.35,2720,7.401406,95.143929,Success
EXP_DBL_0203,1,adv-copy-opt,DeadStoreElimination-final,15723592,8477147.25,2473,7.909832,94.989763,Success
EXP_DBL_0204,1,cgp-delete-phis,DeadStoreElimination-final,15723624,8844398.60,2371,8.097458,104.249763,Success
EXP_DBL_0205,1,cleanups,DeadStoreElimination-final,15723624,8389193.60,2499,7.589507,97.492708,Success
EXP_DBL_0206,1,constant-hoisting,DeadStoreElimination-final,15720200,8444541.55,2483,7.745427,98.553227,Success
EXP_DBL_0207,1,copyprop,DeadStoreElimination-final,15726136,7798757.95,2689,7.606102,91.580024,Success
EXP_DBL_0208,1,demotion,DeadStoreElimination-final,15723624,8353880.10,2510,7.593491,93.362820,Success
EXP_DBL_0209,1,gep-const-evaluation,DeadStoreElimination-final,15723624,8020262.90,2614,7.425575,90.229164,Success
EXP_DBL_0210,1,icp,DeadStoreElimination-final,15723624,7753743.75,2704,7.013182,91.144220,Success
EXP_DBL_0211,1,machine-cse,DeadStoreElimination-final,15726776,8089079.90,2592,7.765838,92.565532,Success
EXP_DBL_0212,1,machine-dce,DeadStoreElimination-final,15723944,8023844.85,2613,7.292417,101.160341,Success
EXP_DBL_0213,1,machine-sink,DeadStoreElimination-final,15726216,7933381.40,2643,7.167978,101.943056,Success
EXP_DBL_0214,1,mergeicmps,DeadStoreElimination-final,15723624,9254549.70,2266,8.273255,116.404343,Success
EXP_DBL_0215,1,non-allocatable-phys-copy-opt,DeadStoreElimination-final,15723624,8379259.60,2502,7.960701,94.932494,Success
EXP_DBL_0216,1,phi-elim-edge-splitting,DeadStoreElimination-final,15723048,7908197.75,2651,7.490868,86.405163,Success
EXP_DBL_0217,1,postra-machine-sink,DeadStoreElimination-final,15723896,7735187.90,2711,7.005352,84.540547,Success
EXP_DBL_0218,1,preinline,DeadStoreElimination-final,15723624,7340325.30,2857,6.685723,82.740319,Success
EXP_DBL_0219,1,select-optimize,DeadStoreElimination-final,15723624,9099454.95,2304,8.262293,81.421260,Success
EXP_DBL_0220,1,ssc,DeadStoreElimination-final,15727816,8811030.20,2380,7.657415,87.731166,Success
EXP_DBL_0221,1,type-promotion,DeadStoreElimination-final,15723624,7568814.25,2770,6.952966,83.926229,Success
EXP_DBL_0222,1,auto-upgrade-debug-info,DeadStoreElimination-final,15723624,7838086.20,2675,7.448890,84.970221,Success
EXP_DBL_0223,1,bitcode-version-upgrade,DeadStoreElimination-final,15723624,7673764.15,2732,6.960325,80.819064,Success
EXP_DBL_0224,1,cfi-fixup,DeadStoreElimination-final,15723624,7816060.15,2683,7.075460,85.805728,Success
EXP_DBL_0225,1,cgdata-for-merging,DeadStoreElimination-final,15723624,7845623.05,2673,7.664575,83.295632,Success
EXP_DBL_0226,1,global-outlining,DeadStoreElimination-final,15723624,7976005.10,2629,7.487374,82.475158,Success
EXP_DBL_0227,1,last-run-tracking,DeadStoreElimination-final,15723624,7882846.10,2660,7.451938,111.583172,Success
EXP_DBL_0228,1,layout-fsprofile-loader,DeadStoreElimination-final,15723624,7553189.70,2776,7.093758,104.141725,Success
EXP_DBL_0229,1,nofree-inference,DeadStoreElimination-final,15723624,7786029.15,2693,6.961783,107.668273,Success
EXP_DBL_0230,1,nounwind-inference,DeadStoreElimination-final,15746016,7699149.25,2723,6.942351,80.542170,Success
EXP_DBL_0231,1,ondemand-mds-loading,DeadStoreElimination-final,15723624,7204094.30,2911,6.946717,75.222878,Success
EXP_DBL_0232,1,ra-fsprofile-loader,DeadStoreElimination-final,15723624,7306555.20,2870,6.631660,78.692543,Success
EXP_DBL_0233,1,sample-loader-inlining,DeadStoreElimination-final,15723624,7534622.45,2783,7.134210,80.058696,Success
EXP_DBL_0234,1,thinlto-funcattrs,DeadStoreElimination-final,15723624,7323989.40,2863,6.872400,120.320992,Success
EXP_DBL_0235,1,vp,DeadStoreElimination-final,15723624,8734690.15,2400,7.874012,109.115132,Success
EXP_DBL_0236,1,whole-program-visibility,DeadStoreElimination-final,15723624,8130148.55,2579,7.482733,100.073917,Success
EXP_DBL_0237,1,2addr-hack,DeadStoreElimination-final,15723624,7566245.25,2771,7.065963,101.708622,Success
EXP_DBL_0238,1,cgp,DeadStoreElimination-final,15757816,7784459.90,2694,7.291083,109.006328,Success
EXP_DBL_0239,1,cgp-gc-opts,DeadStoreElimination-final,15723624,7361676.40,2848,6.949357,122.136435,Success
EXP_DBL_0240,1,complex-addr-modes,DeadStoreElimination-final,15724392,7456425.90,2812,7.160587,102.533003,Success
EXP_DBL_0241,1,dfa-sched,DeadStoreElimination-final,15723624,7263495.85,2887,6.914255,121.648059,Success
EXP_DBL_0242,1,i2p-p2i-opt,DeadStoreElimination-final,15724704,7827296.10,2679,7.320783,97.779948,Success
EXP_DBL_0243,1,mr-partial-inlining,DeadStoreElimination-final,15723624,7413734.50,2828,6.802616,98.272774,Success
EXP_DBL_0244,1,partial-inlining,DeadStoreElimination-final,15723624,7551078.95,2777,6.861914,101.562464,Success
EXP_DBL_0245,1,partial-libcall-inlining,DeadStoreElimination-final,15723624,7641006.95,2744,7.021489,99.992502,Success
EXP_DBL_0246,1,peephole,DeadStoreElimination-final,15763656,7561267.10,2773,6.876551,99.929313,Success
EXP_DBL_0247,1,post-ra,DeadStoreElimination-final,15723624,7555572.95,2775,6.929220,107.832746,Success
EXP_DBL_0248,1,spill-fusing,DeadStoreElimination-final,15744456,7914239.20,2649,7.316045,95.560413,Success
EXP_DBL_0249,1,strictnode-mutation,DeadStoreElimination-final,15723624,7326839.60,2862,6.744257,101.942315,Success
EXP_DBL_0250,1,binop-extract-shuffle,DeadStoreElimination-initial,15721400,7628593.25,2749,7.169646,102.600235,Success
EXP_DBL_0251,1,expand-reductions,DeadStoreElimination-initial,15721384,7200916.55,2912,6.928047,97.625302,Success
EXP_DBL_0252,1,interleaved-load-combine,DeadStoreElimination-initial,15721384,7929670.55,2644,7.202233,101.414736,Success
EXP_DBL_0253,1,loop-idiom-vectorize-all,DeadStoreElimination-initial,15721384,7533853.50,2783,6.975621,99.874257,Success
EXP_DBL_0254,1,loop-idiom-vectorize-bytecmp,DeadStoreElimination-initial,15721384,8024837.70,2613,7.475138,102.652108,Success
EXP_DBL_0255,1,promote-alloca-to-vector,DeadStoreElimination-initial,15721384,7199464.90,2912,6.915434,96.253478,Success
EXP_DBL_0256,1,replace-with-vec-lib,DeadStoreElimination-initial,15721384,7248250.25,2893,6.799331,114.155148,Success
EXP_DBL_0257,1,vector-combine,DeadStoreElimination-initial,15721400,8383874.40,2501,7.733461,100.640435,Success
EXP_DBL_0258,1,advanced-peeling,DeadStoreElimination-initial,15719304,7487389.50,2800,6.834620,102.954862,Success
EXP_DBL_0259,1,lftr,DeadStoreElimination-initial,15719672,7431193.05,2822,6.930489,99.094128,Success
EXP_DBL_0260,1,licm-promotion,DeadStoreElimination-initial,15718768,7554464.35,2776,7.108744,105.739542,Success
EXP_DBL_0261,1,loop-level-heuristics,DeadStoreElimination-initial,15721384,7304895.65,2870,6.876150,99.300348,Success
EXP_DBL_0262,1,lsr,DeadStoreElimination-initial,15717912,7985531.50,2626,7.802220,97.418053,Success
EXP_DBL_0263,1,machine-licm,DeadStoreElimination-initial,15710568,7750135.05,2705,7.051487,101.387322,Success
EXP_DBL_0264,1,postra-machine-licm,DeadStoreElimination-initial,15721400,7321955.05,2864,6.608914,93.119494,Success
EXP_DBL_0265,1,preheader-prot,DeadStoreElimination-initial,15721144,8139489.25,2576,7.486712,97.690146,Success
EXP_DBL_0266,1,block-placement,DeadStoreElimination-initial,15663592,8325031.30,2519,7.250109,97.629879,Success
EXP_DBL_0267,1,branch-fold,DeadStoreElimination-initial,15732744,7941100.20,2640,7.430773,110.158861,Success
EXP_DBL_0268,1,cgp-branch-opts,DeadStoreElimination-initial,15721400,7897996.95,2655,7.166765,101.481897,Success
EXP_DBL_0269,1,cgp-select2branch,DeadStoreElimination-initial,15721192,7248151.20,2893,6.793180,95.755309,Success
EXP_DBL_0270,1,chr,DeadStoreElimination-initial,15721384,7848119.75,2672,7.760561,97.408076,Success
EXP_DBL_0271,1,early-ifcvt,DeadStoreElimination-initial,15721384,7809504.35,2685,7.146369,91.726194,Success
EXP_DBL_0272,1,early-taildup,DeadStoreElimination-initial,15719608,7710264.65,2719,7.909143,92.300287,Success
EXP_DBL_0273,1,ifcvt-diamond,DeadStoreElimination-initial,15721384,7388606.00,2838,6.716423,93.051913,Success
EXP_DBL_0274,1,ifcvt-forked-diamond,DeadStoreElimination-initial,15721384,7997500.55,2622,7.471165,90.826932,Success
EXP_DBL_0275,1,ifcvt-simple,DeadStoreElimination-initial,15721384,8065571.20,2600,7.459672,92.795474,Success
EXP_DBL_0276,1,ifcvt-simple-false,DeadStoreElimination-initial,15721384,7461910.50,2810,6.953656,97.715390,Success
EXP_DBL_0277,1,ifcvt-triangle,DeadStoreElimination-initial,15721384,7391029.85,2837,6.793887,91.574080,Success
EXP_DBL_0278,1,ifcvt-triangle-false,DeadStoreElimination-initial,15721384,7707870.25,2720,7.093167,94.172947,Success
EXP_DBL_0279,1,ifcvt-triangle-rev,DeadStoreElimination-initial,15721384,8354778.90,2510,8.342721,89.135135,Success
EXP_DBL_0280,1,tail-calls,DeadStoreElimination-initial,15721384,7305868.30,2870,6.546383,99.369076,Success
EXP_DBL_0281,1,tail-duplicate,DeadStoreElimination-initial,15720328,8301969.85,2526,7.420764,88.449409,Success
EXP_DBL_0282,1,cgp-ext-ld-promotion,DeadStoreElimination-initial,15721768,8447668.70,2482,7.700757,87.790892,Success
EXP_DBL_0283,1,cgp-store-extract,DeadStoreElimination-initial,15721384,7379688.90,2841,6.728535,87.988286,Success
EXP_DBL_0284,1,memop-opt,DeadStoreElimination-initial,15721384,7673214.20,2733,7.049518,90.983624,Success
EXP_DBL_0285,1,separate-const-offset-from-gep,DeadStoreElimination-initial,15721384,7339451.05,2857,6.709862,82.415988,Success
EXP_DBL_0286,1,adv-copy-opt,DeadStoreElimination-initial,15721384,7473345.05,2806,6.740954,84.825884,Success
EXP_DBL_0287,1,cgp-delete-phis,DeadStoreElimination-initial,15721384,7222577.30,2903,6.835386,80.960085,Success
EXP_DBL_0288,1,cleanups,DeadStoreElimination-initial,15721384,8087000.15,2593,7.313614,84.531272,Success
EXP_DBL_0289,1,constant-hoisting,DeadStoreElimination-initial,15718728,8336358.15,2515,7.649862,81.828065,Success
EXP_DBL_0290,1,copyprop,DeadStoreElimination-initial,15723768,7684609.55,2729,7.492488,82.524072,Success
EXP_DBL_0291,1,demotion,DeadStoreElimination-initial,15721384,7283518.75,2879,6.840056,78.683800,Success
EXP_DBL_0292,1,gep-const-evaluation,DeadStoreElimination-initial,15721384,7652225.75,2740,7.340393,114.779996,Success
EXP_DBL_0293,1,icp,DeadStoreElimination-initial,15721384,8053448.25,2604,7.430087,101.514138,Success
EXP_DBL_0294,1,machine-cse,DeadStoreElimination-initial,15724776,7771575.70,2698,7.004928,104.973047,Success
EXP_DBL_0295,1,machine-dce,DeadStoreElimination-initial,15722040,7726065.05,2714,7.313151,100.709870,Success
EXP_DBL_0296,1,machine-sink,DeadStoreElimination-initial,15724296,7773224.55,2697,7.117550,100.932959,Success
EXP_DBL_0297,1,mergeicmps,DeadStoreElimination-initial,15721384,7384430.65,2839,6.882620,107.130068,Success
EXP_DBL_0298,1,non-allocatable-phys-copy-opt,DeadStoreElimination-initial,15721384,8314988.95,2522,7.642694,99.503471,Success
EXP_DBL_0299,1,phi-elim-edge-splitting,DeadStoreElimination-initial,15721592,7342401.65,2856,6.633119,102.472931,Success
EXP_DBL_0300,1,postra-machine-sink,DeadStoreElimination-initial,15721640,7820562.10,2681,7.204848,98.146129,Success
EXP_DBL_0301,1,preinline,DeadStoreElimination-initial,15721384,7895359.20,2656,7.340720,99.780956,Success
EXP_DBL_0302,1,select-optimize,DeadStoreElimination-initial,15721384,7534499.85,2783,6.972495,111.342016,Success
EXP_DBL_0303,1,ssc,DeadStoreElimination-initial,15726264,7196679.25,2914,6.988859,100.757284,Success
EXP_DBL_0304,1,type-promotion,DeadStoreElimination-initial,15721384,7794901.05,2690,7.224653,105.346280,Success
EXP_DBL_0305,1,auto-upgrade-debug-info,DeadStoreElimination-initial,15721384,7556273.10,2775,7.398835,96.835575,Success
EXP_DBL_0306,1,bitcode-version-upgrade,DeadStoreElimination-initial,15721384,8713659.50,2406,7.804657,112.298088,Success
EXP_DBL_0307,1,cfi-fixup,DeadStoreElimination-initial,15721384,8095575.85,2590,7.265320,100.184491,Success
EXP_DBL_0308,1,cgdata-for-merging,DeadStoreElimination-initial,15721384,7847633.15,2672,7.365136,112.200323,Success
EXP_DBL_0309,1,global-outlining,DeadStoreElimination-initial,15721384,7434702.60,2820,6.938254,96.280027,Success
EXP_DBL_0310,1,last-run-tracking,DeadStoreElimination-initial,15721384,7337361.80,2858,6.901088,98.464022,Success
EXP_DBL_0311,1,layout-fsprofile-loader,DeadStoreElimination-initial,15721384,7579797.50,2766,7.022035,101.401384,Success
EXP_DBL_0312,1,nofree-inference,DeadStoreElimination-initial,15721384,7932586.25,2643,7.242759,112.709056,Success
EXP_DBL_0313,1,nounwind-inference,DeadStoreElimination-initial,15744432,7377141.75,2842,7.199284,106.149501,Success
EXP_DBL_0314,1,ondemand-mds-loading,DeadStoreElimination-initial,15721384,7661976.35,2737,7.107970,101.624836,Success
EXP_DBL_0315,1,ra-fsprofile-loader,DeadStoreElimination-initial,15721384,7696128.35,2724,7.131074,100.125038,Success
EXP_DBL_0316,1,sample-loader-inlining,DeadStoreElimination-initial,15721384,7150662.25,2932,6.442904,94.073864,Success
EXP_DBL_0317,1,thinlto-funcattrs,DeadStoreElimination-initial,15721384,7209755.65,2908,6.809310,78.147788,Success
EXP_DBL_0318,1,vp,DeadStoreElimination-initial,15721384,11913027.75,1760,9.234719,81.815561,Success
EXP_DBL_0319,1,whole-program-visibility,DeadStoreElimination-initial,15721384,7503680.30,2794,6.943991,117.047684,Success
EXP_DBL_0320,1,2addr-hack,DeadStoreElimination-initial,15721384,7455995.75,2812,6.941784,109.133552,Success
EXP_DBL_0321,1,cgp,DeadStoreElimination-initial,15756184,7222838.55,2903,6.602135,97.966457,Success
EXP_DBL_0322,1,cgp-gc-opts,DeadStoreElimination-initial,15721384,7879936.10,2661,7.622590,107.793183,Success
EXP_DBL_0323,1,complex-addr-modes,DeadStoreElimination-initial,15722392,7842645.55,2674,7.223508,102.791309,Success
EXP_DBL_0324,1,dfa-sched,DeadStoreElimination-initial,15721384,7291908.60,2875,6.998636,101.271941,Success
EXP_DBL_0325,1,i2p-p2i-opt,DeadStoreElimination-initial,15721696,7434279.80,2820,6.955974,102.615785,Success
EXP_DBL_0326,1,mr-partial-inlining,DeadStoreElimination-initial,15721384,7270612.75,2884,6.936027,99.265578,Success
EXP_DBL_0327,1,partial-inlining,DeadStoreElimination-initial,15721384,8034664.25,2610,8.611212,107.682100,Success
EXP_DBL_0328,1,partial-libcall-inlining,DeadStoreElimination-initial,15721384,7316242.75,2866,6.932507,99.769040,Success
EXP_DBL_0329,1,peephole,DeadStoreElimination-initial,15762152,8006886.65,2619,7.233615,106.726651,Success
EXP_DBL_0330,1,post-ra,DeadStoreElimination-initial,15721384,7732697.75,2712,6.991654,101.481570,Success
EXP_DBL_0331,1,spill-fusing,DeadStoreElimination-initial,15742728,8092838.75,2591,7.155594,111.643397,Success
EXP_DBL_0332,1,strictnode-mutation,DeadStoreElimination-initial,15721384,7355356.80,2851,6.933649,98.095194,Success
EXP_DBL_0333,1,binop-extract-shuffle,DestinationPropagation,15720224,7379583.05,2841,7.087381,112.524448,Success
EXP_DBL_0334,1,expand-reductions,DestinationPropagation,15720208,7449482.00,2815,6.967452,105.905521,Success
EXP_DBL_0335,1,interleaved-load-combine,DestinationPropagation,15720208,7500310.80,2796,6.951809,102.026603,Success
EXP_DBL_0336,1,loop-idiom-vectorize-all,DestinationPropagation,15720208,7613078.35,2754,6.868337,102.306942,Success
EXP_DBL_0337,1,loop-idiom-vectorize-bytecmp,DestinationPropagation,15720208,7708768.55,2720,7.340607,102.429988,Success
EXP_DBL_0338,1,promote-alloca-to-vector,DestinationPropagation,15720208,7528044.80,2785,6.871652,98.378570,Success
EXP_DBL_0339,1,replace-with-vec-lib,DestinationPropagation,15720208,7200124.95,2912,6.767938,98.248615,Success
EXP_DBL_0340,1,vector-combine,DestinationPropagation,15720224,8619337.80,2433,7.690117,106.433594,Success
EXP_DBL_0341,1,advanced-peeling,DestinationPropagation,15717840,7335595.35,2858,7.098873,94.058102,Success
EXP_DBL_0342,1,lftr,DestinationPropagation,15718416,8083763.10,2594,7.654979,100.340130,Success
EXP_DBL_0343,1,licm-promotion,DestinationPropagation,15717608,7299440.30,2873,6.971269,104.010744,Success
EXP_DBL_0344,1,loop-level-heuristics,DestinationPropagation,15720208,7558531.15,2774,6.984445,95.050525,Success
EXP_DBL_0345,1,lsr,DestinationPropagation,15716192,7326333.10,2862,6.798225,89.185217,Success
EXP_DBL_0346,1,machine-licm,DestinationPropagation,15710000,7812107.55,2684,7.124494,97.878424,Success
EXP_DBL_0347,1,postra-machine-licm,DestinationPropagation,15720208,7790676.60,2691,7.140340,96.932050,Success
EXP_DBL_0348,1,preheader-prot,DestinationPropagation,15720208,7483484.30,2802,7.278042,94.464704,Success
EXP_DBL_0349,1,block-placement,DestinationPropagation,15662160,7907564.60,2652,7.162114,105.767027,Success
EXP_DBL_0350,1,branch-fold,DestinationPropagation,15730848,7768030.35,2699,7.853059,91.890199,Success
EXP_DBL_0351,1,cgp-branch-opts,DestinationPropagation,15720240,7814222.65,2683,7.314360,101.500394,Success
EXP_DBL_0352,1,cgp-select2branch,DestinationPropagation,15719744,7360329.65,2849,6.773028,93.612927,Success
EXP_DBL_0353,1,chr,DestinationPropagation,15720208,7496169.50,2797,7.025700,90.620409,Success
EXP_DBL_0354,1,early-ifcvt,DestinationPropagation,15720208,8001151.65,2621,7.333408,93.766626,Success
EXP_DBL_0355,1,early-taildup,DestinationPropagation,15718000,7278319.70,2881,6.818692,92.267889,Success
EXP_DBL_0356,1,ifcvt-diamond,DestinationPropagation,15720208,7910358.75,2651,7.218932,97.750932,Success
EXP_DBL_0357,1,ifcvt-forked-diamond,DestinationPropagation,15720208,8454046.50,2480,7.237815,93.255424,Success
EXP_DBL_0358,1,ifcvt-simple,DestinationPropagation,15720208,7755178.20,2704,7.045485,94.323302,Success
EXP_DBL_0359,1,ifcvt-simple-false,DestinationPropagation,15720208,7856990.50,2669,7.043059,98.471303,Success
EXP_DBL_0360,1,ifcvt-triangle,DestinationPropagation,15720208,7563214.50,2772,6.904110,94.378868,Success
EXP_DBL_0361,1,ifcvt-triangle-false,DestinationPropagation,15720208,8105935.65,2587,7.441953,91.810062,Success
EXP_DBL_0362,1,ifcvt-triangle-rev,DestinationPropagation,15720208,9347079.40,2243,3.154828,90.843856,Success
EXP_DBL_0363,1,tail-calls,DestinationPropagation,15720208,8050972.30,2604,7.539619,95.107240,Success
EXP_DBL_0364,1,tail-duplicate,DestinationPropagation,15719152,8146918.55,2574,7.672500,94.515998,Success
EXP_DBL_0365,1,cgp-ext-ld-promotion,DestinationPropagation,15720528,8021628.80,2614,7.560137,94.244576,Success
EXP_DBL_0366,1,cgp-store-extract,DestinationPropagation,15720208,8289110.35,2530,7.609129,95.157913,Success
EXP_DBL_0367,1,memop-opt,DestinationPropagation,15720208,7504292.20,2794,7.212165,86.072559,Success
EXP_DBL_0368,1,separate-const-offset-from-gep,DestinationPropagation,15720208,8079161.95,2595,7.889457,85.534195,Success
EXP_DBL_0369,1,adv-copy-opt,DestinationPropagation,15720176,7748933.00,2706,7.076615,86.470388,Success
